               DRAW OF Rs.25000/- Denomination Premium Prize Bonds (Registered)

				 HELD AT QUETTA
Draw No. 4th									

Series:	Common Draw					Date: 10/12/2021

----------------------------------------------------------------------------------


First Prize of Rs. 30,000,000/-

016253  067408
----------------------------------------------------------------------------------


Second Prize of Rs.10,000,000/- Each


038203  171265  551833  655804  916353

----------------------------------------------------------------------------------	

										
4TH DRAW OF RS. 25,000/- DENOMINATION PREMIUM PRIZE BONDS (REGISTERED) 												
HELD ON 10-12-2021 AT SBP BSC QUETTA 												
(700 Prizes of Rs.300,000/- Each)												
											
001858	064668	149237	220908	293362	361338	447697	512113	610773	684120	781820	853390	921421
003173	066667	151802	221388	295615	364988	447782	518451	615089	685964	782376	855801	921618
005160	069401	154659	221708	297946	366858	448600	522226	615683	690807	784228	855854	921694
005940	071574	156306	222317	301716	367341	450043	523854	615744	692099	785587	858005	923134
006643	075187	156358	224569	302301	368160	451376	529088	617355	692591	786733	858044	923354
007300	077332	156881	226597	302798	371339	452466	530236	617400	699129	788138	859736	924039
010405	080455	161399	227474	303128	371914	452757	531904	618789	699532	789296	861104	928136
011518	080530	161833	227807	304753	373818	453424	536664	622422	704252	790332	861685	929571
012016	081333	164597	229661	305130	377123	453847	538204	623081	704344	790737	864489	930732
012746	083033	165502	229805	305282	377847	456384	543622	625594	704953	794905	864562	931108
012826	083953	165762	234095	305882	378012	456733	543680	625911	706357	796058	867607	932160
013334	084263	167076	235431	305957	379186	461581	544053	631855	708759	796774	868177	933322
014358	088161	170427	236702	305999	380536	462077	544483	632580	710822	797819	868202	933331
016474	088284	173997	236840	309776	386356	468811	544803	636038	710961	798286	869180	936102
017603	089604	174823	237410	310587	386458	471114	544978	636129	711867	803674	869223	937683
018572	090206	178039	239140	311553	388500	471137	547041	636176	715159	805172	869802	938846
019050	090973	180160	239600	314438	388829	472744	547666	638366	718368	805813	871415	939662
021943	093919	180423	241568	318046	389948	474012	550161	638773	719046	806859	872783	940041
024406	097544	181289	243079	318254	393400	474184	551029	639759	719434	809077	876058	940862
025047	098018	182920	243722	318864	394015	474756	551246	641193	721772	810731	878583	940985
028449	101260	185388	244346	319593	397846	475519	551403	641733	722504	812013	878586	941531
028729	101569	185430	245209	321707	397946	475992	552293	643343	722862	812410	878951	941677
029285	102411	186708	245574	323996	399304	476600	554124	643442	722872	812442	880103	943155
029630	104014	189358	247037	326557	399973	478974	554605	645446	724870	812731	880863	943285
035025	104266	193707	248513	327664	400041	479486	554866	645508	724885	812739	881996	943479
035631	104602	193964	250337	327711	402120	479549	555738	646999	725446	812818	883330	947639
036185	105130	194485	252498	327877	406607	480662	559114	648606	732479	813276	883592	947802
036478	105699	194600	252920	327976	406809	480723	562924	648803	734772	815158	884340	948874
037653	106612	195628	253575	331277	407267	480840	564403	650223	739851	815819	885481	950495
038846	107525	196760	255044	337638	407981	480844	570367	651334	740149	817682	885962	953869
042009	110310	197009	257160	339058	409306	481751	570962	652291	741100	818828	888490	956519
043395	111760	198191	258800	340812	417082	482536	571717	653395	741129	819998	890194	956591
043459	112369	198705	260652	340958	418137	484243	572010	655061	742523	820771	890265	959231
045930	113280	200567	261174	341598	419842	484708	574258	655090	742915	821358	890345	963981
047380	114670	202055	262199	341922	420829	486626	574483	656240	744648	824178	895668	964226
047791	121390	202511	262357	342013	421978	491524	576814	656431	744878	825105	897729	964487
049148	121473	205354	262589	342118	422442	492344	577188	658171	744929	826535	899592	965041
049264	122646	206005	263367	345358	428630	494199	578029	658355	744938	828420	902725	965125
050144	122834	206677	263402	346213	428771	494912	580025	661166	746803	829297	903526	966455
050985	124075	207942	267089	349873	429527	496114	580931	662205	748778	830924	904066	968575
052172	125157	208729	268560	350645	429706	498613	586671	663358	750485	833936	905347	970265
055486	127776	210024	270099	352190	429747	500024	587658	663531	751751	834435	906068	971527
055491	128064	210282	270829	353734	429957	501038	587788	665012	755578	834514	907633	973101
055663	130014	210801	271711	354512	430128	501705	588136	666023	756832	834614	910172	976381
057197	133115	211254	272483	355631	433638	502829	593207	670489	756932	834658	910884	978034
057521	133457	212680	273285	355637	433753	503706	593241	674043	765959	841190	911384	980598
058035	134516	212740	275643	357254	434256	504114	593284	676488	770086	841958	912352	980996
058637	137856	213792	279399	357332	437981	504929	594203	677753	770789	842449	916043	981657
059385	138027	214984	281961	358591	438831	505101	595188	679000	771813	845935	918056	982743
060160	141875	215200	283218	359307	440439	505656	597890	679369	772251	847548	918272	985613
061640	144867	219452	283858	359879	440887	507649	598843	680616	772753	850072	918352	989467
062844	145487	220152	284039	359881	442713	511126	602299	682225	775982	853082	918661	999315
063293	147237	220370	292394	359882	445372	511305	605311	683580	780489	853157	920500	xxxxxx
063644	148474	220804	292453	360940	447035	511899	608469	683797	781176	853296	920706	xxxxxx
