               DRAW OF Rs.25000/- Denomination Premium Prize Bonds (Registered)

				 HELD AT LAHORE
Draw No. 8th									

Series:	Common Draw					Date: 12/12/2022

----------------------------------------------------------------------------------


First Prize of Rs. 30,000,000/-

245000   267861
----------------------------------------------------------------------------------


Second Prize of Rs.10,000,000/- Each


116347  252853  744009   766439   978645 

----------------------------------------------------------------------------------	

										
8TH DRAW OF RS. 25,000/- DENOMINATION PREMIUM PRIZE BONDS (REGISTERED) 												
HELD ON 12-12-2022 AT SBP BSC LAHORE 												
(700 Prizes of Rs.300,000/- Each)

000908	069934	143183	217794	284073	358607	421107	496535	565830	644459	715465	823756	902329	970202
001385	071095	144001	217845	284088	358939	421559	498857	567241	645039	715542	826975	906273	970942
002495	071458	144054	217909	284912	360307	421599	500047	568315	645423	716922	827295	907131	971089
002515	072722	146288	219782	285684	360454	423753	501007	569128	650122	717334	829222	908113	971110
004261	073335	152521	220282	286416	362990	425037	502975	569297	651043	719662	829574	910144	971388
005941	074708	154295	221005	286805	363376	425901	503373	569498	652282	721643	834313	910666	974523
007312	076553	155369	222599	289124	363550	426205	503850	572005	653233	721826	834557	910742	978584
008591	078457	155484	222718	289378	365604	426792	506249	573921	656839	728224	834588	912205	981472
009694	080901	158270	223536	291452	366626	427694	507696	574076	660239	728264	835887	913370	984013
009816	080956	158954	224375	293440	370892	427948	507933	576108	664038	728978	837135	915396	985782
011986	083051	160051	226553	296108	371120	431411	512107	576953	665728	730741	837297	917170	986706
014603	083743	164748	229585	297094	372551	431733	514882	578210	667198	732249	839777	917371	988268
019821	086223	165606	232837	300703	373434	435200	515245	579223	671381	733338	840072	918716	988736
020096	088830	166170	234187	303006	373673	435240	515907	579302	672113	735289	842940	918932	989022
021315	089263	166833	234220	303319	373819	435869	516642	580683	672292	737531	843286	919116	989306
022223	090153	168783	234582	304132	373900	436981	517745	582278	673456	737904	845362	919637	991265
022818	090951	169014	235131	305781	374552	438261	520512	584978	673594	740533	845673	920527	992108
022891	091052	169332	238715	309751	376960	438860	523084	585749	675396	745351	846495	924261	992342
023118	093566	169367	239223	311315	377783	439710	527842	586075	676967	746166	849754	926979	992555
025668	095178	171082	239291	314172	380600	442541	529174	594119	679002	754336	849774	927687	994642
026839	095664	171315	242065	314395	380657	443745	531303	595508	680390	754402	850399	927719	994712
028895	098909	171678	242204	315563	381720	444266	532488	596028	680516	758280	850402	927951	997355
029628	099153	172733	243239	316408	384617	447216	534977	597393	680586	763522	851140	930021	997374
037958	101082	172913	245858	317602	384899	447351	536561	597685	681181	766669	851632	932217	999430
038226	104633	173406	247324	318440	385808	447782	539765	598653	683709	767087	852254	932683	XXXXX
038895	104800	177336	247995	321566	385973	448739	540785	601517	685026	767809	856155	934065	XXXXX
043801	105094	178308	248223	322322	387167	453046	540960	603578	685895	774032	856489	935945	XXXXX
044365	107495	180030	251020	327238	388043	458589	541523	605744	686612	779999	857709	936393	XXXXX
046385	109424	182909	252873	328557	389315	459436	542057	607751	686825	782258	857792	938668	XXXXX
046733	111838	184923	254064	333596	392839	460201	542322	609326	686874	782944	857807	942981	XXXXX
047975	111945	185272	254534	337677	394823	460698	543257	609467	688629	783306	857941	943983	XXXXX
048302	112707	185824	256576	338853	397048	465689	547460	611730	689727	788255	861539	944140	XXXXX
049045	112821	189463	256632	339330	397567	467841	547876	614227	691517	790252	863673	944563	XXXXX
049148	113826	190036	258297	339622	398157	468375	548297	614514	692559	790688	864827	944955	XXXXX
049387	115291	191089	258353	339799	398196	469012	548830	615077	693152	792282	867930	945607	XXXXX
051292	115482	191237	258364	340338	398900	471058	549163	615117	693303	792625	868122	947286	XXXXX
051532	117449	192098	259951	341286	399956	471558	549604	615453	694119	793597	868516	948493	XXXXX
052957	119662	195801	262998	343582	399985	474581	553711	616651	694547	795355	875783	952046	XXXXX
053603	122235	197334	265066	346913	404147	474634	553967	618210	697739	797379	876442	952556	XXXXX
055197	122750	197402	266082	348184	404371	476989	557018	621414	698901	799373	876751	955029	XXXXX
056325	124660	197425	267436	348313	405418	477245	557661	623396	699219	801205	877764	956720	XXXXX
057726	126000	199793	268760	348819	405519	479878	558536	625281	700049	802514	880550	958284	XXXXX
058492	133074	203421	268773	348964	406175	484160	558672	626100	701466	802854	884741	958922	XXXXX
063417	134095	205754	272031	349993	406810	486076	559347	631299	701628	805739	888751	959200	XXXXX
065081	134723	207328	274594	350279	406876	486380	559809	633607	702781	810611	889496	959549	XXXXX
065172	137204	208211	275291	351303	407646	487701	560994	634026	703717	812677	889614	959645	XXXXX
065214	137998	211388	276315	351551	409168	491187	561248	637284	706909	812921	891705	961803	XXXXX
065263	138601	213235	276780	353493	409553	492318	562265	639162	707016	813667	896410	962177	XXXXX
065714	139230	214500	277741	356194	411087	493043	563500	639563	708153	814437	897401	963973	XXXXX
066172	139923	215755	279639	356748	417798	493509	564354	640746	708252	816134	898810	965394	XXXXX
067613	142273	216500	280168	358156	418345	494346	565070	641184	708541	816882	900113	965591	XXXXX
068126	142362	217359	281921	358280	420206	494501	565310	641257	711925	821797	902019	967294	XXXXX
												
